	sentence	word_labels
1545	10 günde 3 bin kilometre yol kateden ekip altı bin kare fotoğraf çekti	O O O O O O O O O O O O O
1546	Firmanın 1999 için hazırladığı çini desenli mayoların da kullanıldığı fotoğraflar 30 ülkeye takvim ve ajanda olarak dağıtılacak	O O O O O O O O O O O O O O O O O
1547	Elde edilen görüntülerden oluşan 30 dakikalık bir de belgesel hazırlanıyor	O O O O O O O O O O
1548	İlk kez moda fotoğrafları çekilen bu mekanlarda yöre halkı , Ay - Yıldız ekibine büyük ilgi gösterdi	O O O O O O O O O O I-ORG I-ORG I-ORG O O O O
1549	F. Bahçe Teknik Direktörü Löw , farklı Karabük galibiyetine rağmen futbolu eleştirdi	I-ORG I-ORG O O I-PER O O I-ORG O O O O
1550	Alman hoca ,' Özellikle son 20 dakika hoşuma gitmedi .	O O O O O O O O O O
1551	Eksik rakip karşısında daha da fazla farka gitmemiz gerekirken , top kayıpları ile tempoyu düşürdük .	O O O O O O O O O O O O O O O O
1552	GÜRCAN BİLGİÇ	I-PER I-PER
1553	FENERBAHÇE Teknik Direktörü Löw , Karabükspor karşısında alınan 4-1'lik galibiyete rağmen takımı beğenmedi	I-ORG O O I-PER O I-ORG O O O O O O O
1554	Alman hoca ,' İlk yarının son on beş dakikası ile ikinci yarının başlarında etkili oynadık .	O O O O O O O O O O O O O O O O
1555	Bu zaman diliminde futbolcularım söylediklerimi yaptılar .	O O O O O O O
1556	Ancak karşılaşmanın diğer bölümünde beklediklerim çıkmadı .	O O O O O O O
1557	Özellikle son 20 dakika hiç hoşuma gitmedi .	O O O O O O O O
1558	Eksik rakip karşısında 4-0'dan sonra farka gitmemiz gerekirken lüzumsuz top kayıpları ile oyunun temposunu düşürdük .	O O O O O O O O O O O O O O O O
1559	Beni memnun eden sadece bu .	O O O O O O
1560	Salı günü beraberliği avantaj olarak görmüyorum .	O O O O O O O
1561	Mutlaka kazanmamız gerekir .	O O O O
1562	Balic'i sarı kart görebilir düşüncesiyle oyundan aldım .	I-PER O O O O O O O
1563	Rüştü , Parma'ya karşı oynayacak .	I-PER O I-ORG O O O
1564	Högh sakatlıktan yeni çıktığı için yedek kulübesindeydi .	I-PER O O O O O O O
1565	"Högh düzeldi diye , O'nu kadroya almam haksızlık olurdu "" dedi"	I-PER O O O O O O O O O O
1566	Kulüp Sözcüsü Abdullah Kiğılı ,' Lige verilen aradan sonra genelde maçlar tehlikeli olur .	O O I-PER I-PER O O O O O O O O O O
1567	İyi oynamamamıza rağmen farklı kazandık .	O O O O O O
1568	Galatasaray'ın Parma'ya tesislerini açmasını , o camiaya yakıştıramadım .	I-ORG I-ORG O O O O O O O
1569	Biz Galatasaray ile sahada rakibiz .	O I-ORG O O O O
1570	Dışarda her zaman dostuz .	O O O O O
1571	Hiçbir zaman Galatasaray gibi bir tavır sergilemeyiz .	O O I-ORG O O O O O
1572	Faruk Süren , Fenerbahçe'nin affedilmemesini istiyor .	I-PER I-PER O I-ORG O O O
1573	"Ancak kulüpler toplantısında görüştüğüm Ali Dürüst ile Ateş Ünal Erzen , Süren ile aynı görüşü paylaşmıyor "" diye konuştu"	O O O O I-PER I-PER O I-PER I-PER I-PER O I-PER O O O O O O O
1574	Salı günü oynayacağımız maç için bu oyun ölçü olamaz .	O O O O O O O O O O
1575	"Muhteşem seyircimizin desteğiyle Parma'yı yenip yine bir tarih yazacağız "" dedi"	O O O I-ORG O O O O O O O
1576	Bu arada Murat Yakın da Fenerbahçe forması altında ilk golünü attı	O O I-PER I-PER O I-ORG O O O O O
1577	Metin Diyadin orta sahada yine bekleneni verdi ve attığı golle görevini yaptı	I-PER I-PER O O O O O O O O O O
1578	Eşkiya'nın seyir defteri -1 -	O O O O O
1579	Şener Şen	I-PER I-PER
1580	GÜNEYDOĞU'ya giderken bu kez ayrı bir heyecan var içimde	I-LOC O O O O O O O O
1581	"Çünkü "" sinema sanatçısı "" kimliğimin dışında bir geziye çıkıyorum"	O O O O O O O O O O
1582	Doğuya giden uçakla , Batıya giden uçak , yolcuları itibarıyla da hemen farkediliyor	O O O O O O O O O O O O O
1583	Biz ne kadar bunun üzerini kapatmaya çalışırsak çalışalım , bu fark hemen kendini hissettiriyor	O O O O O O O O O O O O O O
1584	İnsanların yöresel özellikleri dikkat çekiyor	O O O O O
1585	Kontrol noktalarından geçişlerindeki ürkeklikle , ağır başlı saygılı tavır arasındaki ince çizgiden etkilenmemek mümkün değil	O O O O O O O O O O O O O O O
1586	Uçağımız Şanlıurfa üzerine geldiğinde aşağıdaki görüntü beni şaşırtıyor	O I-LOC O O O O O O
1587	Bırakın 13 yıl önceki Züğürt Ağa nedeniyle gelişimi , daha üç yıl önce çektiğimiz Eşkiya'dan bu yana müthiş değişim adeta bağırıyor	O O O O O O O O O O O O O O O O O O O O O
1588	Kilometre karelerce alan zümrüt yeşili olmuş	O O O O O O
1589	Pamuk tarlalarının arasındaki geniş su kanallarından bereket akıyor	O O O O O O O O
1590	Biz bu topraklarda mı çekmiştik Güneydoğu insanın acılı yoksulluk dramını anlatan filmlerimizi	O O O O O I-LOC O O O O O O
1591	Şanlıurfa geçen yıl yüzde 9.7'lik kalkınma hızıyla Türkiye ortalamasının üzerine çıktı	I-LOC O O O O O O I-LOC O O O
1592	200 binlik nüfusu da 800 bine fırladı	O O O O O O O
1593	İnsanlar doğal olarak berekete koşuyorlar	O O O O O
1594	"Ekonomik gelişme bölgenin tüm dertlerine "" derman "" olacağı inancı , yanlış olmasa gerek"	O O O O O O O O O O O O O O
1595	"Şanlıurfa'nın uçaktan görünen "" parlak geleceği "" insanın içine umut tohumları atıyor"	I-LOC O O O O O O O O O O O
1596	Bu topraklarda doğan insanlar , yine bu topraklarda doyacaklar	O O O O O O O O O
1597	"Bir lokma ekmek için büyük kentlerin "" dayanışmasız "" harmanına savrulmayacaklar"	O O O O O O O O O O O
1598	Güzel geleneklerini , göreneklerini yitirmeyecekler	O O O O O
1599	Züğürt Ağa'nın dramı geliyor gözümün önüne	O O O O O O
1600	Bütün ekonomisi tarıma dayalı olan köy sussuzluğun kıskacında kıvranıyordu	O O O O O O O O O
1601	Yoksulluğun insanlara , yaptıramayacağı şey yoktu	O O O O O O
1602	Filmde ağalarının buğdayını dahi çalmayı göze almışlardı	O O O O O O O
1603	Züğürt Ağa'nın , kurumuş topraklardaki yaşam direnişine yenik olarak ayrıldığı yöresi , şimdi bir cennet olmuştu	O O O O O O O O O O O O O O O O
1604	Her yandan bereket fışkırıyordu	O O O O
1605	Uçağın tekerlekleri piste değdiğinde filmden gerçeğe dönüyorum	O O O O O O O
1606	Yukarıdan görünen zenginliğin , aşağıya nasıl yansıdığını saptamaya çalışacağız	O O O O O O O O O
1607	"Milliyet'in kamuoyunun dikkatini bu bölgeye çeken "" Haydi Güneydoğu'ya "" kampanyasının değişik bir ayağını tamamlayacağız"	I-ORG O O O O O O O I-LOC O O O O O O
1608	Eski dostlarıma kavuşacağım	O O O
1609	"Züğürt Ağa filminin iç çekimlerini yaptığımız Germüş köyündeki "" ağanın çiftliği'nde Abbas Sümer'le , muhtar Mansur Özdemir'le , filmdeki "" rol arkadaşım "" köylülerle bulaşacağım"	O O O O O O I-LOC O O O O I-PER I-PER O O I-PER I-PER O O O O O O O O
1610	Eşkiya filminde gazel okuyan Kazancı Bedii , Eşkiya'nın sular altında kalan köyü Kovancık'ın yeni halini göreceğim	O O O O I-PER I-PER O O O O O O I-LOC O O O
1611	Harran Ovası'nı , Viranşehir'i , Mardin'i ve ilk ziyaret edeceğim Diyarbakır'ı dolaşacağım	I-LOC I-LOC O I-LOC O I-LOC O O O O I-LOC O
1612	"Yörenin insanlarıyla "" senaryosuz "" ilişki kuracağım"	O O O O O O O
1613	Uçaktan iniyoruz	O O
1614	Terminale doğru yürüyoruz	O O O
1615	"Otele şöyle bir uğrayıp , doğruca "" Züğürt Ağa'nın köyü Germüş'e hareket ediyoruz"	O O O O O O O O O O I-LOC O O
1616	"Heey , kalkın "" Ağanız "" geliyor"	O O O O O O O
1617	"İstifa etmeyeceğini açıklayan Clinton hukuk savaşı başlatırken , Kongre'nin "" azil "" olmazsa ,' kınama "" kararı vereceğine kesin gözle bakılıyor"	O O O I-PER O O O O I-ORG O O O O O O O O O O O O
1618	Yasemin ÇONGAR - WASHINGTON	I-PER I-PER O I-LOC
1619	"ABD Başkanı Bill Clinton'ı "" görevden azledilme "" tehlikesiyle karşı karşıya bırakan Lewinsky skandalı , Amerikan ve dünya siyasi tarihinde benzeri yaşanmamış gelişmelere yolaçtı"	I-LOC O I-PER I-PER O O O O O O O O I-PER O O O O O O O O O O O
1620	"Bağımsız Savcı Kenneth Starr'ın Clinton'ın onbir ayrı suçtan "" azlini "" öneren ve Clinton - Lewinsky ilişkisinin cinsel yönünü son derece ayrıntılı bir anlatımla yansıtan 445 sayfalık raporu , Kongre kararıyla kamuoyuna açıklandı"	O O I-PER I-PER I-PER O O O O O O O O I-PER O I-PER O O O O O O O O O O O O O O O O O
1621	"İstifa etmeyi değil , hakkındaki suçlamalara karşı hukuk savaşı vermeyi kararlaştıran Clinton'ın avukatları ,' ortada kişisel hata var , azil gerektiren suç yok "" çizgisinde savunma yapıyorlar"	O O O O O O O O O O O I-PER O O O O O O O O O O O O O O O
1622	"Kongre kaynakları ,' azlin gerekebileceğini "" , ancak en azından "" resmi bir kınama cezası "" verilmesinin kaçınılmaz olacağını belirtiyorlar"	I-ORG O O O O O O O O O O O O O O O O O O O
1623	"Amerikan halkının büyük çoğunluğu ise , Clinton'ın "" azledilmesine karşı "" , ancak "" kınanmasından yana """	O O O O O O I-PER O O O O O O O O O O
1624	"Clinton'ın "" değişme sözü "" verdiği ve istifa etmeyeceğini dolaylı bir dille açıkladığı bu konuşması ardından , Kongre raporla ilgili görüşmelerini başlattı"	I-PER O O O O O O O O O O O O O O O O O O O O O
1625	"Suçlamalar "" ağır """	O O O O
1626	"Raporun kamuoyuna açıklanması kararı , yedi aydır süren soruşturmanın , Büyük Jüri önündeki ifadeler dahil "" çok gizli "" statüdeki bütün aşamaları üzerindeki perdeyi kaldırdı"	O O O O O O O O O O O O O O O O O O O O O O O O O
1627	Başkan'ın suçları	O O
1628	Rapordaki onbir suç iddiası , dört ayrı kategoride toplandı	O O O O O O O O O
1629	"Bu kategoriler ,' yeminli ifadede beş ayrı kez yalan söylemek "" ,' dört ayrı durumda adaletin önünü tıkamak "" ,' bir kez , mahkeme tanığının ifadesini etkilemeye çalışmak "" ve "" anayasal yetkiyi kötüyü kullanmak "" diye sıralanıyor"	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1630	"Bu iddiaların Clinton'ın azline yolaçması için , raporun tutarlılığı ve gerçekleri yansıttığı konusunda Kongre'nin "" görüşbirliği sağlaması "" ve Başkan'ın davranışının , Amerikan anayasasına göre azil gerektiren "" ağır suçlar ve kusurlar "" kapsamına girdiğine karar vermesi gerekiyor"	O O I-PER O O O O O O O O O O I-ORG O O O O O O O O O O O O O O O O O O O O O O O O
1631	Şimdi ne olacak	O O O
1632	"Kongre üyeleri hafta başından itibaren raporun okunmasını tamamlayarak , buradaki suç iddialarının "" azil sürecinin başlatılmasını gerektirip gerektirmediğini "" saptamaya çalışacaklar"	O O O O O O O O O O O O O O O O O O O O O
1633	Temsilciler Meclisi'nin salt çoğunlukla bu kararı alması halinde , azil süreci işlemeye başlayacak	I-ORG I-ORG O O O O O O O O O O O
1634	Bu süreçte , Adalet Komitesi başta olmak üzere Temsilciler Meclisi'nin ilgili birimleri , Lewinsky ve Clinton dahil , çeşitli tanıkları Kongre'de ifade vermeye davet edebilecekler	O O O O O O O O I-ORG I-ORG O O O I-PER O I-PER O O O O O O O O O
1635	"Azil sürecinin sonunda , Clinton'ın başkanlığı konusundaki "" kritik "" kararı ise Senato verecek"	O O O O I-PER O O O O O O O O O
1636	"Başkan'ın azledilebilmesi için , Senato'nun üçte iki çoğunlukla ,' ağır suç ve kusur işlediğine "" karar vermesi gerekiyor"	O O O O I-ORG O O O O O O O O O O O O O
1637	Tahminler ve anketler	O O O
1638	Washington'daki siyasi gözlemciler , Clinton'ın kaderinin Kasım ayı sonundaki Şükran Günü'ne dek büyük ölçüde belirleneceğini tahmin ediyorlar	I-LOC O O O I-PER O O O O O O O O O O O O
1639	Temsilciler Meclisi'nin azil sürecini başlatması halinde , Başkan'ın istifaya zorlanabileceği beklentisi de geçerliliğini koruyor	I-ORG I-ORG O O O O O O O O O O O O
1640	"Kongre üyelerinin hepsi , Clinton'ın "" ağır bir hata işlediği ve Başkanlık makamına manevi zarar verdiği "" konusunda birleşirken , bunun cezasının ne olması gerektiğinde anlaşamıyorlar"	I-ORG O O O I-PER O O O O O O O O O O O O O O O O O O O O O
1641	"Demokratlar'ın önemli bir bölümü "" Anayasa'daki ağır suç ve kusurlar tanımı , devlet görevini ilgilendirir ."	O O O O O O O O O O O O O O O O
1642	"Kişisel hayatı değil "" çizgisinde azle karşı çıkıyor"	O O O O O O O O
1643	"Ancak Savcı Starr'ın "" Clinton'ın mahkemeye ve Büyük Jüri'ye yalan söylediği "" iddiasını kuşkuya yer bırakmayacak şekilde kanıtlamış olması da , Clinton'ın bu süreçte "" cezasız "" bırakılması olasılığını azaltıyor"	O O I-PER O I-PER O O O O O O O O O O O O O O O O I-PER O O O O O O O O
1644	"Genel beklenti ,' azlin mümkün "" ,' kınama cezasının ise kesin "" olduğu doğrultusunda"	O O O O O O O O O O O O O O
1645	"CNN - Gallup tarafından dün açıklanan yeni kamuoyu yoklaması , Amerikan seçmeninin yüzde 62'sinin hala Clinton'ın "" görevini yapış biçimini "" desteklediğini ortaya koydu"	I-ORG O I-ORG O O O O O O O O O O O O I-PER O O O O O O O O
1646	"Ancak ankete katılanların yüzde 32'si "" Clinton istifa etmeli "" , yüzde 34'ü "" Azledilmeli "" , yüzde 58'i de "" Kınama cezası almalı "" diyerek memnuniyetsizliğini dile getirdi"	O O O O O O I-PER O O O O O O O O O O O O O O O O O O O O O O
1647	Aşk romanı gibi rapor	O O O O
1648	Savcı Kenneth Starr'ın Kongre'ye sunduğu 445 sayfalık raporda , Clinton'ın yalan söylediği iddiasının kanıtlanması için , Clinton - Lewinsky ilişkisinin fiziksel özellikleri bütün ayrıntısıyla anlatılıyor	O I-PER I-PER O O O O O O I-PER O O O O O O I-PER O I-PER O O O O O O
1649	Raporun ilgili bölümlerinin geniş bir özetini yayınlıyoruz	O O O O O O O
1650	B .	O O
1651	Başkan'la ilk görüşmeler	O O O
1652	"Beyaz Saray'da stajyerliğe başlamasından sonraki ay , Bayan Lewinsky ve Başkan arasında , Lewinsky'nin "" yoğun flört "" diye tanımladığı bir ilişki gelişti"	I-ORG I-ORG O O O O O O I-PER O O O O I-PER O O O O O O O O O
1653	Uğurlama törenleri ve diğer etkinliklerde , Lewinsky Başkan ile gözgöze geldi , elini sıktı ve kendisini tanıttı	O O O O O O I-PER O O O O O O O O O O
1654	( Beyaz Saray'ın ) Batı Kanat bodrumunda Başkan'la yeniden karşılaştığında yine kendisini tanıttı ve Bayan Lewinsky'e göre , Başkan onun kim olduğunu bildiğini söyleyerek yanıt verdi	O I-ORG I-ORG O O O O O O O O O O O O I-PER O O O O O O O O O O
1655	"Bayan Lewinsky teyzesine ,' Başkan'ın kendisini çekici bulmuş gibi göründüğünü ya da kendisiyle ilgilendiğini filan "" anlattı"	O I-PER O O O O O O O O O O O O O O O
1656	"Ziyaretine gelen bir arkadaşına da , Başkan Clinton'ı "" çekici bulduğunu , ona fena çarpıldığını "" söyledi"	O O O O O O O I-PER O O O O O O O O O
1657	"( Arkadaşının ifadesinden alıntıyla ) "" Sanırım bana , bir aşamada Başkan'ın dikkatini çektiğini , gözgöze geldiklerini ve karşılıklı olarak birbirlerinin varlığının farkında olduklarını söylemişti ."	O O O O O O O O O O O O O O O O O O O O O O O O O O
1658	""""	O
1659	Bayan Lewinsky 15 Kasım 1995'in - hükümetin kapatılmasının ikinci gününün - Başkan'la cinsel ilişkisinin başlangıcını oluşturduğu yönünde ifade verdi	O I-PER O O O O O O O O O O O O O O O O O
1660	O tarihte , Beyaz Saray'a 1.30'da girdi ve bir süre sonra ayrıldı ( Beyaz Saray kayıtları zamanı göstermiyor ) , sonra 5.07'de yeniden geldi ve 16 Kasım gecesi 12.18'de ayrıldı	O O O I-ORG I-ORG O O O O O O O O I-ORG I-ORG O O O O O O O O O O O O O O O
1661	Bir aşamada , Bayan Lewinsky ve Başkan Personel Şefi'nin ofisinde yalnız başlarına konuştular	O O O O I-PER O O O O O O O O
1662	Flört ederken , Bayan Lewinsky ceketinin arkasını kaldırdı ve tanga tipindeki külotunun , pantalonunun üstünde kalan atkılarını Başkan'a gösterdi	O O O O I-PER O O O O O O O O O O O O O O
1663	( Yarın : İlk ilişkiler .	O O O O O O
1664	) .	O O
1665	Deprem paniği	O O
1666	Sonbahar için hava durumu tahmini hiç de iyi değil	O O O O O O O O O
1667	Washington üzerinde boralar koparken , bizlerin üzerine de sağnak inecek	I-LOC O O O O O O O O O
1668	Associated Press ajansı : Asya ülkeleri , Başkan Clinton'ın zaafının , dünya ekonomisini , son aylarda girilen krizde daha da kötü duruma sokmasından korkuyor	I-ORG I-ORG I-ORG O O O O O I-PER O O O O O O O O O O O O O O O
1669	Singapur'un Straits Times gazetesi : Zayıflamış bir başkanlığın , evrensel sorunları ele almada yetersiz kalacağından kuşu duymamalıyız	I-LOC I-ORG I-ORG I-ORG O O O O O O O O O O O O O
1670	Gitmeli	O
1671	Le Figaro : Bir kimsenin hayal edebileceğinin çok ötesine geçen , cinselliğin kötü hatta hüzünlü bir macerası	I-ORG I-ORG O O O O O O O O O O O O O O O
1672	Güçlü istikrarlı ikili ilişkilerin , kuvvetli bir devlet başkanına ihtiyaç duyar	O O O O O O O O O O O
1673	Japon , ev kadınları : Şahsi meselesi	O O O O O O O
1674	İşini doğru yaptığı sürece sorun olmamalı	O O O O O O
1675	ABD'de işler iyi gidiyor aslında	I-LOC O O O O
1676	Dünya ekonomisi yeni bir durgunluğa girmemeli	O O O O O O
1677	Bütün bu olanlara karşıyız	O O O O
1678	Çünkü , eğer bir gün gelir de biz de aynı işleri bizim politikacıların başına açacak olursak , parlamentoda oturacak kimse kalmaz	O O O O O O O O O O O O O O O O O O O O O
1679	İlgilenmeyenler	O
1680	Rus medyası , ülkenin yaşadığı ekonomik kriz nedeniyle konuya kısaca yer verdi	O O O O O O O O O O O O
1681	Endonezya'da da , ülkenin son 30 yıldır yaşadığı en ağır ekonomi bunalımı yüzünden başkent Cakarta'da halka konu sorulduğunda ,' bilgimiz yok' yanıtı alındı	I-LOC O O O O O O O O O O O O O I-LOC O O O O O O O O
1682	Raporun anatomisi	O O
1683	"Bu kişilerin belirttiklere göre , Internet'te yayınlanan raporun metninde "" seks "" kelimesi tam 164 yerde geçiyor"	O O O O O I-ORG O O O O O O O O O O O
1684	"Yine aynı kaynakların belirlemelerine göre , raporda ,' göğüs "" ve "" göğüsler "" sözcüğü 62 kez ,' aşk "" sözcüğü 18 kez ,' semen "" sözcüğü 19 kez ,' vajina "" sözcüğü de 5 kez geçiyor"	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1685	"Kenneth Starr'ın raporunda seks ile ilgili kelimelerin yanı sıra , 20 kez de "" pizza "" kelimesinin geçtiği belirtiliyor"	I-PER I-PER O O O O O O O O O O O O O O O O O
1686	"Senatörler : "" Çok iğrenç """	O O O O O O
1687	KENNETH Starr raporundan sonra Clinton ipi çekilecekse , bu işi ABD Kongresi yapacak	I-PER I-PER O O I-PER O O O O O I-ORG I-ORG O
1688	Kongresi'nin hem Demokrat hem Cumhuriyetçi senatör ve milletvekilleri Clinton'a tepkilerini şöyle açığa vurdular : Tom Davis , Virginia - Cumhuriyetçi Milletvekili : Raporda okuduğumuz canlı ayrıntılı tasvirler çok iğrenç	O O O O O O O O I-PER O O O O O I-PER I-PER O I-LOC O O O O O O O O O O O
1689	Bu , normal bir insanın davranışı değil	O O O O O O O
1690	Charles Canady , Florida - Cumhuriyetçi Milletvekili : Buradaki davranış şekli makamın kirletildiğini gösteriyor	I-PER I-PER O I-LOC O O O O O O O O O O
1691	Ani , acele , düşünmeden yargılara varılmamalı	O O O O O O O
1692	Bu işin mümkün olan süratte kapatıldığını görmek istiyorum	O O O O O O O O
1693	Cynthia McKinney , Georgia - Demokrat Milletvekili : Hepimiz , ( ifade değişikliği ile yalanı ortaya çıktığı için ) tarihi bir fırsatı heba edip dünyanın ve ailesinin gözünde kendini rezil eden bir adam yüzünden kuvvetten düşmüş bulunuyoruz	I-PER I-PER O I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1694	Peter King , New York - Cumhuriyetçi Milletvekili : Cumhuriyetçiler olarak , yargıya varmada aceleye mahal olmadığından emin olma sorumluluğunu taşıyoruz	I-PER I-PER O I-LOC I-LOC O O O O O O O O O O O O O O O O
1695	Hemen yargıda bulunmaya meydan vermek çok ciddi bir iş	O O O O O O O O O
1696	Albert Wynn , Maryland - Demokrat Parti Milletvekili : Ağzı sulandırıcı lezzetli parçaların belirleyici etmen olmadığı fikrindeyim	I-PER I-PER O I-LOC O I-ORG I-ORG O O O O O O O O O O
1697	Esas mesele , mecliste dava açmak için kusurun bulunup bulunmadığı	O O O O O O O O O O
1698	Bu hususta bakılması gereken çok şey var	O O O O O O O
1699	George Nethercutt Jr. , Washington - Cumhuriyetçi Parti Milletvekili : Kanaatim , Başkan'ın bu önlemi almak için bizi zorlayıp durduğu	I-PER I-PER I-PER O I-LOC O I-ORG I-ORG O O O O O O O O O O O O
1700	Tüm bunları aylar önceden durdurmak için dirayeti , fırsatı vardı	O O O O O O O O O O
1701	Hiç ama hiç bununla yüz yüze geleceğimi düşünmedim	O O O O O O O O
1702	Bunu ret , ülkeyi korkulacak bir karar aymaya zorlayacaktır	O O O O O O O O O
1703	"YÖK Başkanı Kemal Gürüz : "" Anayasa Mahkemesi kararları uygulanacaktır """	I-ORG O I-PER I-PER O O I-ORG I-ORG O O O
1704	""" YÖK "" Başkanı Kemal Gürüz kararlı : "" Türban konusunda Anayasa Mahkemesi'nin aldığı kararlar emirdir ve bizi bağlar ."	O I-ORG O O I-PER I-PER O O O O O I-ORG I-ORG O O O O O O O
1705	Hukuki durum açık .	O O O O
1706	Tereddüt yok .	O O O
1707	Disiplin yönetmenliği mutlaka uygulanacaktır .	O O O O O
1708	""""	O
1709	""" Konunun en çok karşısında olanlar , iktidarda dahi olsalar , bu hiçbir şeyi değiştirmez ."	O O O O O O O O O O O O O O O O
1710	"Çünkü başka hiçbir şey yapılamaz "" diye sözlerine devam ediyor YÖK Başkanı : "" Bunun hükümetle de bir ilgisi yok ."	O O O O O O O O O O I-ORG O O O O O O O O O O
1711	İşbaşında hangi hükümet olursa olsun , yapılacak tek uygulama budur .	O O O O O O O O O O O
1712	Türkiye hukuk devleti .	I-LOC O O O
1713	Hukuk uygulanacak .	O O O
1714	Dolayısıyla konuyu siyasi malzeme yapmak , kimseye bir şey kazandırmaz .	O O O O O O O O O O O
1715	""""	O
1716	"En büyük hatayı "" geçmişte yapılan zikzaklar "" olarak tanımlayan Başkan , Anayasa Mahkemesi kararlarını ; mutlak , matematiksel bir denklem öznelliği ile değerlendiriyor"	O O O O O O O O O O O O I-ORG I-ORG O O O O O O O O O O
1717	Ve bunun ötesinde , türban konusunda tartışmaya girmiyor	O O O O O O O O
1718	"Hatta ,' Bu konu bizim açımızdan kapanmıştır "" diyor Kemal Gürüz : "" Gündemimizde böyle bir mesele yoktur ."	O O O O O O O O O I-PER I-PER O O O O O O O O
1719	""""	O
1720	"- "" Türbansız "" kimlik uygulaması , ilk kez bu yıl yapılıyor"	O O O O O O O O O O O O
1721	Niye bu yöntemi uygulamayı düşündünüz	O O O O O
1722	- Anayasa Mahkemesi konuyu karara bağlamış	O I-ORG I-ORG O O O
1723	Hatta iki değil , üç kez	O O O O O O
1724	RP'nin kapatılma gerekçelerinde de , uzun bir bölüm buna ayrılmış	I-ORG O O O O O O O O O
1725	"Bu kararlara göre ; "" başı , boynu kapalı olarak "" üniversitelere devam etmenin laiklik ilkesine aykırı olduğu , açık , seçik yazılmış"	O O O O O O O O O O O O O O O O O O O O O O O
1726	"89'da bir madde vardı ; "" kılık kıyafet serbesttir "" diye"	O O O O O O O O O O O
1727	91'de Anayasa Mahkemesi , bu maddeyi iptal etti	O I-ORG I-ORG O O O O O
1728	"Ve şunu söylüyor : "" Anayasa'ya aykırılığı saptanmış olan , boyun ve saçların başörtüsü ve türbanla kapatılması , kılık kıyafet serbestisi dışında tutulmaktadır ."	O O O O O O O O O O O O O O O O O O O O O O O O
1729	""" Hukuki bakımdan durum açık"	O O O O O
1730	"- Ama "" fiilen "" farklı uygulamalar yaşandı"	O O O O O O O O
1731	"Kayıtta başı açık kimlik şartı koşmak ; kuralları yönergede baştan açıklamakla ,' kuralı yerleştirmek "" gibi eğitici bir gaye mi güttünüz"	O O O O O O O O O O O O O O O O O O O O O
1732	- Evet , tabii	O O O O
1733	Hukuki durumda hiçbir tereddüt yok	O O O O O
1734	Bu konuda artık bir yasal düzenleme de yapılamaz	O O O O O O O O
1735	Açık ve net	O O O
1736	Bunu siyasi malzeme yapmak kimseye bir şey kazandırmaz	O O O O O O O O
1737	Hükümetlerle bunun ilgisi yok	O O O O
1738	Hangi hükümet olursa olsun , bunun dışında bir şey yapılamaz	O O O O O O O O O O
1739	Konunun en çok karşısında olanlar iktidarda olsa dahi ; hiçbir şey yapılamaz	O O O O O O O O O O O O
1740	Bu bir emirdir	O O O
1741	- Gerçekten de RP iktidarda olduğu dönemde yasayı değiştirmeye teşebbüs edebilirdi	O O O I-ORG O O O O O O O
1742	Yapmadı	O
1743	- Dolayısıyla konuyu seçim malzemesi yapmak ; hükümetlere yüklenmek yanlış	O O O O O O O O O O
1744	Mesele , anayasal bir kuruluş olan YÖK ile tüzel kişiliğe sahip olan üniversitelerin ; Anayasa Mahkemesi kararlarını uygulamasından ibarettir - ki kararlar , Anayasamıza göre bir emirdir ve herkesi bağlar	O O O O O O I-ORG O O O O O O O I-ORG I-ORG O O O O O O O O O O O O O O
1745	Uygulamamak suçtur	O O
1746	"Kimsenin bunu ; "" değer yargım şöyle ya da böyle ; benim inançlarım şu "" diye yorumlama hakkına sahip değildir"	O O O O O O O O O O O O O O O O O O O O
1747	Ama hukuki ve demokratik yollardan mücadele yolu açık	O O O O O O O O
1748	Siz buna karşı olduğunuzu ifade edebilirsiniz ; en doğal hakkınızdır	O O O O O O O O O O
1749	Öğrencilerimiz , öğretim üyelerimiz ; bunların değişmesi için , dernek kurar , siyasi partilere girer	O O O O O O O O O O O O O O O
1750	Bunlara saygımız var	O O O
1751	"- "" Ben yasayı uygulamakla mükellefim "" , diyorsunuz"	O O O O O O O O O
1752	Sınava giren 6 öğrenciden 1'i girebiliyor üniversiteye	O O O O O O O
1753	Gençler bu fırsatı tepmesin	O O O O
1754	Sonunda haklarını kaybetme durumu ile karşı karşıya kalabilirler	O O O O O O O O
1755	Bunu arzu etmeyiz	O O O
1756	Disiplin yönetmeliği mutlaka uygulanacak	O O O O
1757	- İlk kez bu yıl , İstanbul Üniversitesi'nde türbanla kayda gelen öğrencilere , terapi seansları yapılıyor	O O O O O O I-ORG I-ORG O O O O O O O O
1758	- Çok iyi yapıyorlar	O O O O
1759	Fevkalade	O
1760	- Ama türban bu toplumdaki en büyük kamplaşmanın simgesi	O O O O O O O O O
1761	Özünde iki ayrı Türkiye projesini simgeliyor	O O O I-LOC O O
1762	- Sonucu zaman gösterir ama ediliyor	O O O O O O
1763	Biz kamu görevlisiyiz	O O O
